cgpa,branch_code,internship_count,project_count,certification_count,skill_count,placement_probability,placed,salary
9.250663938,3,4,8,9,5,76.44621572,1,7.97
9.17648892,1,7,8,13,4,76.64277613,1,6.69
9.579777776,5,13,4,6,9,88.56594008,1,10.99
9.090482495,2,8,9,12,4,81.58207003,1,7.41
9.017076467,1,12,7,7,9,76.40122672,1,6.61
8.428074637,3,9,5,9,8,78.73858776,1,7.73
7.796203088,1,5,3,5,5,55.92796662,0,5.82
6.39537808,4,4,6,4,4,61.88649469,1,7.43
9.213956786,2,6,7,6,5,73.60749023,1,7.44
9.418295393,5,3,7,9,11,85.21177245,1,9.95
8.535138634,1,11,5,17,6,72.67668916,1,6.33
7.998543434,2,4,6,7,7,65.88956145,1,6.41
8.957990357,4,7,10,8,12,88.03258264,1,10
9.194862453,5,9,10,4,11,91.55067348,1,10.87
9.242679077,5,6,6,5,8,84.00546122,1,10.8
9.078325574,2,6,6,9,14,77.38577352,1,7.33
8.929187625,5,10,4,9,6,85.82497362,1,10.83
8.438305513,5,9,4,12,10,88.19304544,1,10.2
9.387049419,4,4,10,9,10,84.90954379,1,9.82
9.331478596,5,6,13,10,4,87.42082848,1,11.13
9.642737566,2,9,9,13,5,83.82850294,1,7.62
7.754863496,4,10,5,9,3,76.28544438,1,8.96
9.079470352,5,5,12,7,13,87.5632742,1,10.98
7.901767655,2,6,6,6,8,68.3972911,1,6.62
8.965481993,0,10,8,10,7,74.51827723,1,5.59
9.70373675,3,6,13,4,7,80.30725725,1,8.67
9.908751621,4,5,6,13,13,87.36626691,1,10.53
8.10424358,3,3,4,3,9,64.05022781,1,6.63
9.117195126,1,2,11,15,3,65.34983229,1,5.56
9.037241502,5,10,9,12,10,96.19871598,1,11.11
8.429942465,5,5,3,11,11,80.77569681,1,10.03
9.835809659,3,7,5,8,5,80.52189352,1,8.51
8.845232369,3,5,12,7,2,72.93929324,1,8.07
8.652289865,5,13,7,5,6,85.36080658,1,10.6
9.571967306,5,9,9,5,11,93.18446906,1,11.31
8.985087229,4,5,6,14,13,83.44049995,1,9.81
8.467692527,5,4,12,3,6,76.82567009,1,9.55
9.938872901,5,8,12,10,10,98.96740982,1,11.41
9.397848335,5,11,10,10,3,90.77814044,1,11.29
8.489247142,4,6,4,7,8,76.17607665,1,9.5
9.260384048,3,11,5,9,6,81.34043153,1,8.38
9.161647972,5,5,8,7,13,87.03994963,1,10.77
9.893499425,1,5,11,6,2,69.5210668,1,6.86
9.000677088,3,7,3,7,11,77.23339347,1,8.2
9.725524231,5,7,6,9,11,92.78995439,1,11.45
9.294536752,3,7,5,4,6,75.79663781,1,8.17
8.033773118,4,5,7,6,15,76.76541336,0,9.14
8.742366905,0,3,6,5,4,56.27793085,1,4.85
9.598618401,3,1,8,11,9,77.04496093,1,6.81
9.268510487,1,18,8,12,7,80.195899,1,6.66
6.92773957,5,4,8,10,8,77.43424444,1,8.71
9.927046801,0,10,8,7,9,77.08727591,1,5.93
9.18585845,4,10,5,19,1,82.36491155,1,9.8
8.947190977,5,11,3,10,9,87.3241773,1,10.72
9.239086342,1,4,4,7,6,63.77820255,1,6.12
9.678296808,1,3,6,12,4,67.77450361,1,6.01
9.90906018,4,12,8,10,6,91.40384447,1,10.61
9.368757684,3,7,5,13,6,82.15695974,0,8.52
9.220834817,5,4,8,7,12,85.65640258,1,10.54
9.742943617,4,8,6,14,7,90.15956293,1,10.36
8.213507192,5,4,8,4,8,78.38482153,1,9.46
8.914668032,5,9,8,1,6,85.10781108,1,10.62
9.064504663,3,10,4,8,6,78.31053192,1,8.04
8.174669327,0,4,8,4,5,58.05733425,1,4.84
8.746613966,3,13,6,10,8,82.58328612,1,7.91
9.599269216,1,4,8,17,9,76.30331807,1,6.43
9.695886959,5,3,5,9,6,80.51727695,1,10.34
8.466738878,3,0,3,5,15,60.44474764,1,5.82
9.549050362,4,6,8,6,15,86.46367302,1,10.46
8.443372962,2,7,8,8,12,78.62433558,1,7.11
8.727959729,5,7,13,13,7,90.18705618,1,10.79
9.209405554,4,9,9,8,9,90.14589801,1,10.22
9.234667054,3,7,6,9,11,83.50981538,1,8.33
8.862767692,2,4,4,11,5,68.27896065,1,6.84
7.94564095,1,9,5,5,12,68.12069149,1,5.84
7.170339007,3,1,4,4,8,55.8415254,0,5.35
9.441112991,5,6,3,6,9,83.17157674,1,11.16
9.322382963,4,11,6,15,8,89.14443431,1,10.22
9.184079877,5,10,9,5,10,91.63288538,1,11.07
9.301679344,5,11,6,6,11,90.86861701,1,10.97
9.850553399,1,9,13,12,8,84.15820365,1,6.93
8.470304175,3,4,6,4,5,67.39377511,1,7.22
7.893566199,2,2,5,8,7,60.64960201,1,5.55
9.117083486,5,4,6,9,9,84.18556536,1,10.25
9.671124087,5,9,9,10,12,97.83640878,1,11.37
9.532727596,2,5,8,8,6,75.59858713,1,7.46
9.353408568,4,10,8,8,7,88.88270368,1,10.21
8.800729993,4,7,10,4,11,84.19037701,1,9.6
8.281251997,2,5,9,8,4,69.08064144,1,6.91
9.653088542,4,12,10,7,5,88.21199019,1,10.41
9.575432924,3,3,9,7,4,73.78118168,1,7.74
9.55867219,2,3,11,7,3,69.46432528,1,6.75
8.230744225,3,2,10,5,7,66.9318918,1,6.52
9.686923638,3,6,9,11,7,85.56712158,1,8.5
7.430418903,2,16,5,5,4,66.29948925,1,6.49
9.152069852,3,9,3,10,10,81.56085718,1,8.37
8.907074969,3,6,8,16,7,82.82834382,1,8.19
9.357424378,1,2,6,8,5,63.20738101,0,5.66
7.446513689,5,6,9,6,8,80.1301439,1,9.59
9.844055744,5,6,5,6,10,87.25215686,1,11.26
9.214301942,4,6,8,9,9,86.33223361,1,9.9
8.67206915,5,6,2,13,12,82.80732842,1,10.34
9.527860688,5,4,6,6,9,83.41654246,1,10.42
8.792565744,4,15,11,9,5,86.15467002,1,9.75
9.255383296,5,6,8,9,9,90.53689557,1,11.14
8.778017681,2,14,5,8,8,75.93997277,1,7.08
8.655456077,3,3,6,10,7,72.10559735,1,7.05
9.658985534,4,5,6,10,6,82.58835547,1,10.12
8.957593866,3,7,6,9,10,81.72072586,1,8.19
9.502131146,3,5,9,9,5,79.23712382,1,8.57
9.330212913,5,7,10,7,5,88.0578908,1,11.13
8.906073022,2,6,8,6,5,72.76385284,1,7.21
9.762227176,4,8,10,11,7,93.11403359,1,10.41
8.817706284,0,15,9,9,11,75.26831554,1,5.68
8.58710585,5,9,11,4,9,88.04095225,1,10.52
9.582052735,5,3,8,10,5,84.00157414,1,10.04
8.756380337,4,10,1,6,15,78.88842347,1,9.61
8.707640353,5,2,9,10,6,79.18540247,1,8.81
9.513765771,4,7,6,8,12,87.33706194,1,10.44
7.734354135,5,6,5,6,7,77.11071524,1,9.7
8.491864335,2,3,3,6,1,56.42760875,1,6.15
9.257343023,5,3,8,15,4,83.3098459,1,9.96
7.976985821,3,7,5,8,7,73.49108404,1,7.41
8.32202154,2,7,6,1,4,66.52530076,1,6.82
8.430017991,4,11,6,4,9,80.68531258,1,9.34
9.120867798,5,12,7,4,7,87.45012724,1,11.03
9.852729093,2,5,9,9,3,76.26340031,1,7.73
8.1866095,4,7,17,10,4,81.84546955,1,9.45
9.368926022,1,8,12,6,4,74.95540801,1,6.77
9.021190133,4,8,4,14,8,86.41886215,1,9.94
9.096375612,5,6,5,13,9,88.2237548,1,10.98
8.891307407,3,5,6,6,3,70.52201909,1,7.87
9.19665142,2,5,5,7,12,73.61343467,1,7.41
8.286098214,2,2,6,6,6,61.33276461,1,5.74
9.107837206,5,0,7,11,11,79.08206478,1,8.21
8.456481527,3,4,8,8,9,74.90554068,1,7.29
9.732710999,2,4,11,12,7,78.91011899,1,7.25
8.884603998,4,6,9,9,10,85.53290832,1,10
9.295093332,4,9,9,5,10,88.24446923,1,10.27
8.693665117,4,11,14,9,8,88.10364007,1,9.55
7.896342266,2,5,8,5,7,67.38357387,1,6.75
9.173376072,2,5,11,11,4,75.76158049,1,7.49
9.658835613,2,6,7,9,7,78.34171811,1,7.74
9.041120972,2,4,6,9,4,69.39738938,1,7.02
8.73175093,5,8,9,10,13,92.92766044,1,10.61
8.538142604,3,2,4,7,5,63.8072433,1,6.57
8.945792893,4,10,10,11,6,88.82061707,1,10.11
9.440949826,3,14,4,8,15,83.13633406,1,8.35
9.896492166,2,10,14,13,7,86.68719361,1,7.92
9.404627014,4,12,8,6,7,87.51063927,1,10.12
7.873733899,4,2,2,4,8,62.06348633,1,7.35
9.648431861,5,10,5,11,8,92.67136062,1,11.54
7.616629299,4,6,3,9,13,74.37748106,1,8.7
9.291785312,5,4,9,11,15,88.26427978,1,10.37
9.461923501,4,14,9,8,8,90.35139435,1,10.42
9.254074914,2,8,5,8,3,75.27859727,1,7.48
9.40029342,4,3,7,6,8,78.08449031,1,9.12
9.086410567,2,8,2,10,5,72.7197985,1,7.18
8.988743042,4,8,8,6,6,84.86109293,1,9.74
9.853712754,4,5,6,13,12,88.25532119,1,10.55
9.159072545,5,13,7,6,5,87.47279043,1,10.71
8.538156423,4,6,8,6,9,81.4564931,1,9.56
8.919961441,3,10,7,4,8,80.76610145,1,8.07
9.364266636,3,7,8,9,10,86.32148434,1,8.52
8.622236188,3,2,3,12,7,67.04287771,1,6.65
7.908487169,3,4,6,6,5,67.08085978,1,7.02
9.679124531,3,16,4,16,8,85.45053864,1,8.46
8.963250822,5,7,6,15,9,90.68020579,1,10.8
7.958912455,3,2,4,7,5,61.59974725,1,6.09
9.430860598,1,7,7,7,8,75.81622028,1,6.75
8.357141958,5,3,8,11,10,82.99862881,1,9.06
9.833249447,4,5,6,14,12,88.12656604,1,10.51
9.446130865,4,6,9,9,10,87.9512279,1,10.36
8.327114213,4,1,5,6,15,69.08707529,1,7.43
8.967259004,1,6,6,7,6,68.55760856,1,6.28
9.607168593,4,6,5,6,11,83.71837802,1,10.26
7.984715037,3,0,4,9,2,57.03512391,1,5.46
8.270645625,4,5,5,6,8,74.40924443,1,9.06
9.849238032,4,10,5,8,2,83.44813649,1,10.23
8.865183022,5,12,9,14,14,94.77005724,1,10.98
9.712481599,4,8,9,8,5,88.44856524,1,10.54
7.549493247,0,4,5,6,3,51.85392258,0,4.66
9.273527361,2,3,2,7,8,64.29837457,1,6.72
9.829495392,5,4,3,11,4,80.90110754,1,10.82
9.591838305,3,3,4,2,4,66.00419043,1,7.43
9.145169785,3,6,5,10,11,80.78655391,1,8.33
8.941598775,2,6,2,9,4,67.5419166,1,7.05
8.012588608,3,2,4,5,7,61.90834983,1,6.16
7.944239039,5,1,6,9,5,70.39051902,1,7.79
9.746325587,1,9,3,10,6,74.26046006,1,6.77
9.150354067,0,4,8,11,3,65.07146234,1,5.4
8.291577306,5,10,7,10,10,90.35473739,1,10.18
9.508505012,3,8,9,5,6,83.73494616,1,8.35
8.96845406,4,12,4,8,9,83.30310664,1,9.92
9.114072859,4,6,5,2,10,78.12172671,1,9.91
7.880988479,5,3,2,3,5,64.6920299,1,8.7
9.19334048,4,6,3,8,7,77.66661269,1,9.94
8.8327503,5,10,3,4,10,83.93023558,1,10.58
8.640262679,5,7,10,5,14,87.54634684,1,10.3
9.58286414,4,4,4,9,11,80.04174083,1,9.71
9.051255199,4,11,7,13,12,91.71250139,1,9.95
9.313088918,1,4,4,10,7,66.82409175,1,6.24
9.294280273,0,17,7,13,9,76.51108192,1,5.8
9.406377299,4,7,10,10,4,86.93615911,1,10.11
7.577720992,3,2,4,6,7,60.49721695,1,5.91
7.645288154,3,1,4,7,5,58.29956247,1,5.59
8.559407315,4,6,5,4,10,77.85721065,1,9.44
8.614335993,4,7,3,13,8,80.67033928,1,9.53
8.946665927,5,9,11,10,6,91.58038315,1,10.63
9.020385536,4,7,5,16,7,84.35602572,1,9.86
9.415491506,4,8,7,12,11,92.35764428,1,10.18
8.57802025,4,11,4,11,13,85.03951149,1,9.76
9.740109941,3,7,7,7,4,81.05736956,1,8.74
9.781750693,3,7,6,9,9,85.22416348,1,8.51
7.768824225,5,16,9,5,5,81.99873657,1,9.77
9.684377484,5,3,5,16,8,83.69321758,1,10.34
8.622907824,3,5,8,8,9,78.16855884,1,7.99
9.539171896,3,8,6,10,10,87.44430797,1,8.44
9.400519532,2,15,5,13,8,81.83591754,1,7.47
9.596510143,2,5,8,8,7,77.3162295,1,7.57
9.109540957,2,4,7,6,8,71.78952567,1,7.07
8.863475869,5,4,7,1,10,78.94326847,1,9.91
9.498628241,5,9,15,10,11,96.84876867,1,11.37
9.266898684,4,8,5,8,3,82.02354956,1,10.11
8.977991625,5,4,8,8,6,82.68908405,1,10.28
8.796594238,3,4,7,13,3,73.81282548,1,7.46
9.821941592,4,5,3,4,13,78.04771045,1,10.12
8.883988588,4,8,9,9,6,86.88550032,1,9.89
9.721320059,3,13,6,13,12,89.55698755,1,8.64
9.584784925,5,8,2,8,9,86.98424011,1,11.16
9.732608929,5,9,8,7,7,93.21662399,1,11.34
9.263149203,4,11,6,7,3,82.88393049,1,9.97
8.969123514,5,13,4,6,10,86.17163518,1,10.91
8.721735353,0,12,7,10,4,69.67832055,1,5.57
9.216815383,1,6,8,8,6,72.53122436,1,6.58
9.051032718,3,10,5,10,2,78.09668374,1,8.28
9.14306332,5,8,7,12,7,92.70869088,1,10.99
9.372719696,5,6,8,14,8,91.87372637,1,11.2
8.368758855,5,2,9,7,7,75.96517635,1,8.55
9.656977088,3,6,14,11,8,85.41041932,1,8.52
9.132080945,3,3,8,10,5,75.06191194,1,7.27
8.231922283,2,9,5,2,3,66.71793172,1,6.73
9.300231507,1,6,5,8,6,69.68022739,1,6.55
8.783931435,5,10,11,10,10,93.5499371,1,10.76
9.428689645,5,2,1,13,12,78.00386955,1,9.23
9.275899173,5,8,6,6,8,88.66870691,1,10.85
6.897400243,5,5,3,9,12,73.35584331,1,8.87
8.383411665,2,3,4,7,10,64.17865444,1,6.17
8.530469235,2,20,6,8,8,76.49486156,1,7.17
9.538410853,5,4,13,14,12,90.13363513,1,10.65
9.156099134,4,3,9,6,10,79.48676653,1,9.1
7.640644191,4,9,7,8,4,77.95945769,1,8.71
8.919591818,3,2,7,5,13,71.37177422,1,6.97
9.091492304,5,12,7,7,6,88.65072064,1,10.68
9.497199854,3,2,5,7,5,68.5000384,1,7.24
8.790973695,3,9,6,15,8,83.41305326,1,8.08
8.950456993,5,4,7,9,14,85.22426559,1,10.36
8.909426706,3,5,3,5,7,69.13038787,1,7.92
9.222826412,3,3,4,8,6,69.98036288,1,7.5
9.519369565,2,6,5,7,6,73.60561823,1,7.5
7.471982982,5,4,2,8,3,66.43168617,1,8.73
7.88537756,5,2,3,3,3,62.2467144,1,8.11
8.438548705,5,8,10,3,3,82.74306968,1,10.46
9.58226053,4,6,7,14,3,85.04217339,1,10.25
9.243937345,5,5,11,11,6,87.59805266,1,10.97
9.478718984,5,11,6,10,7,91.2851698,1,11.06
9.0208286,4,2,9,8,5,74.92358995,1,8.24
9.007345429,5,7,10,10,10,92.58466708,1,11.01
9.276441017,1,6,5,8,4,68.22163327,1,6.45
9.09524835,2,7,6,12,4,77.03145336,1,7.29
8.267402774,4,4,7,12,10,80.87786135,1,9.06
9.447556058,2,5,5,8,6,72.2345188,1,7.35
9.460700089,5,10,7,10,9,94.77743696,1,11.11
9.450269121,5,13,5,12,9,92.71463747,1,10.98
9.548948266,5,9,4,12,6,90.34609566,1,11.34
8.99892003,4,4,9,10,11,82.91380141,1,9.24
9.527824481,5,17,9,13,11,98.00953674,1,11.41
8.717873796,2,4,9,12,5,72.50602282,1,6.76
9.111209823,2,6,5,9,7,74.13941853,1,7.35
9.5086962,4,7,8,11,7,89.52776762,1,10.38
9.551731958,4,3,3,10,12,78.01959788,1,9.3
9.780519665,5,12,2,14,7,89.52339625,1,11.28
8.26405975,2,4,5,7,8,65.60970296,1,6.34
9.291200146,0,3,10,8,6,64.39822079,1,5.2
8.144404804,2,0,3,10,5,55.13385557,0,4.87
8.92970965,4,11,6,11,5,85.73675609,1,9.71
7.90807022,4,8,5,4,8,76.97540053,1,9.12
8.550019119,5,8,6,8,7,86.18241637,1,10.36
9.155463704,3,4,11,10,6,77.57396901,1,7.79
9.76918453,3,4,9,11,5,80.30746557,1,8.33
9.554831808,4,2,10,12,8,81.46157975,1,8.98
9.923625835,3,6,10,8,11,86.54633822,1,8.89
8.660864541,5,13,6,8,4,84.54050787,1,10.65
7.491296842,3,6,5,8,7,69.7416002,1,7.29
9.77110957,4,6,6,13,14,88.99887835,1,10.55
9.531944379,5,8,7,8,10,93.94762279,1,11.21
8.797961437,5,6,5,11,7,85.25285952,1,10.77
8.524648704,5,14,6,9,7,87.6288369,1,10.35
8.64485807,5,4,12,16,15,86.7112663,1,10.11
7.789374873,5,2,4,5,10,69.44637726,1,8.06
9.337299795,3,6,6,8,5,77.84101059,1,8.31
7.839326069,3,5,4,3,5,63.71400595,1,7.32
8.054746701,3,4,6,7,2,66.07602085,1,7.07
8.960406592,5,4,4,2,6,74.22116883,1,10.09
9.571211999,2,5,8,8,2,73.06819594,1,7.51
8.999511488,4,2,9,6,10,77.06137174,1,8.35
9.128075623,4,8,5,8,7,84.2954252,1,10
8.579328373,5,4,6,13,6,81.24530582,1,9.73
8.679690161,5,4,5,13,12,83.18537759,1,9.79
8.92518914,3,3,2,9,6,66.80203077,1,7.09
9.201747133,4,9,2,9,8,82.65676178,1,9.89
8.563474598,4,4,8,5,7,76.27122093,1,9.11
7.744125823,4,3,5,6,10,69.72609899,1,7.85
8.911676553,1,8,6,11,10,77.919422,1,6.38
9.536521087,5,6,6,8,6,86.04693142,1,11.21
8.345361651,5,7,6,5,7,82.05397758,1,10.09
9.02192792,3,6,8,10,5,79.94649693,1,8.32
9.505715403,5,4,10,4,6,82.38187763,1,10.49
7.693438104,2,6,8,8,8,72.00687286,1,6.66
8.727399583,3,4,13,17,11,80.36338216,1,7.52
8.844187293,5,5,7,8,5,81.76242568,1,10.69
9.397398126,3,7,8,6,7,82.6957198,1,8.46
9.141367602,5,10,11,4,10,90.46924508,1,11.1
8.822270241,3,8,7,12,5,83.10175538,1,8.08
8.662570703,4,6,4,11,7,79.83439884,1,9.56
8.985394041,3,7,11,6,2,77.2290946,1,8
9.305542152,3,7,2,11,5,76.37547118,1,8.16
8.65867579,3,4,6,5,9,72.07985095,1,7.35
9.776172989,4,13,2,5,6,81.07542011,1,10.49
7.493668888,5,10,6,5,4,77.99428221,1,9.62
9.478136727,5,7,10,9,7,91.61166892,1,11.36
9.206258896,5,8,8,10,8,94.50146293,1,11.02
8.602043216,1,8,4,11,8,72.0770141,1,6.36
9.113374024,3,6,5,9,4,75.62153414,1,8.31
9.562931609,5,2,5,10,7,79.56100643,1,9.7
8.599719727,3,5,3,14,6,72.67049268,1,7.99
8.712986317,4,5,8,8,7,80.65864741,1,9.78
9.50118762,5,13,12,6,8,91.93215012,1,11.16
8.701901745,3,4,7,5,7,72.34733964,1,7.58
9.557313299,5,10,12,9,7,93.90389262,1,11.38
9.063902461,3,1,5,14,7,69.64632288,1,6.62
8.058850922,4,9,8,5,7,81.55118028,1,9.35
8.953769112,5,9,11,7,8,90.53350546,1,10.72
8.655522163,0,5,8,8,5,64.80223806,1,5.37
8.631991981,5,6,5,5,4,78.1203914,1,10.29
9.607263859,1,10,7,14,7,81.1412777,1,6.72
8.440961018,2,5,14,4,6,68.94277979,1,6.9
8.990045634,5,11,11,13,9,94.51148547,1,10.82
8.678025228,5,16,13,12,8,93.19059954,1,10.42
9.402527011,3,6,8,3,11,80.92399443,1,8.26
8.561061073,4,11,10,10,4,84.72561499,1,9.52
9.463393531,4,4,11,8,8,82.71208177,1,9.87
8.312207743,0,6,4,7,4,58.83057437,1,5.28
8.230355338,5,9,6,9,12,88.12771126,1,10.02
8.102212648,4,4,10,5,9,75.45082002,1,8.52
9.404700032,4,6,7,9,11,86.97166566,1,10.21
9.096229194,3,4,4,10,6,72.50273835,1,7.76
9.705262827,0,11,11,9,10,78.45884428,1,6.08
9.732184056,2,5,4,12,1,70.64934434,1,7.59
8.665827005,3,11,6,15,12,84.76627011,1,8.07
9.850037702,5,4,15,11,9,90.58603802,1,10.79
9.004810891,4,2,5,10,11,75.33146454,1,8.36
9.682986595,5,8,9,9,8,95.47216773,1,11.45
8.776979988,5,3,10,11,12,84.85135144,1,9.45
7.881355642,5,9,6,8,15,85.69883594,1,9.9
9.692347958,4,15,8,9,10,92.64323824,1,10.54
8.531471884,5,11,10,7,12,91.00841373,1,10.52
8.423218707,2,2,3,6,5,57.07812997,1,5.67
9.670304233,4,4,5,5,8,77.22813361,1,9.71
8.302320473,1,0,3,6,6,50.16954583,0,4.41
9.19589264,4,4,4,10,12,79.46087497,1,9.45
9.023385634,3,5,9,13,7,81.14544794,1,8.05
9.735369845,3,10,2,5,3,74.38408128,1,8.37
9.273763943,1,6,9,8,8,74.43159913,1,6.67
9.307076924,4,5,10,16,6,85.41655417,1,10.18
8.624518651,4,8,8,12,10,90.48840593,1,9.8
9.19723208,5,10,4,9,7,87.61680203,1,10.95
9.530486138,4,18,10,9,13,92.04151538,1,10.43
7.330832103,2,6,4,5,6,61.99009699,1,6.41
8.772859601,5,19,6,8,12,90.1028686,1,10.76
8.708013527,4,3,8,10,10,79.76131514,1,8.77
8.77402764,4,7,4,12,3,79.04833587,1,9.55
8.854008165,5,7,12,9,12,91.31702044,1,10.73
7.67207491,4,20,12,3,4,76.48024546,1,9.02
8.581891137,1,8,9,7,3,71.67292676,1,6.34
8.708316958,1,5,10,10,7,71.23496571,1,6.43
8.46965307,0,0,8,6,8,55.12407014,0,3.86
7.738878683,5,3,2,8,4,66.44048341,1,8.34
9.324318115,3,9,6,7,4,80.17440224,1,8.47
9.440258801,5,3,3,8,7,77.40279028,1,10.02
8.280672809,5,4,9,5,5,77.51999844,1,9.38
8.012067319,0,6,13,4,5,61.09797418,1,5.26
8.848810706,5,5,5,10,12,84.62739261,1,10.7
7.975118872,3,8,4,7,5,72.57914562,1,7.51
9.220231238,1,5,7,10,9,73.59292778,1,6.57
9.552585827,5,12,8,7,9,93.61575446,1,11.18
8.940175415,5,6,9,8,10,88.97824314,1,10.81
9.503755023,3,15,9,6,4,82.9151659,1,8.61
9.67190435,2,17,2,6,7,73.65886282,1,7.69
9.079990384,5,17,7,15,8,93.76864379,1,10.96
9.348520636,5,10,8,3,7,89.35442602,1,11.05
8.522851103,1,11,5,4,4,65.59811333,1,6.25
9.526695478,5,14,4,9,12,91.51281316,1,11.41
8.620996834,4,12,5,8,10,84.49510081,1,9.8
8.878747837,1,2,5,6,5,58.40211577,1,5.34
9.296322034,5,7,3,5,11,84.7757059,1,10.82
7.870824729,0,9,4,6,4,59.91773968,1,5.03
9.264520549,4,7,3,9,6,80.06131964,1,9.97
7.903683494,3,7,5,1,8,69.85324677,1,7.41
9.53683275,4,9,4,11,7,86.15311173,1,10.3
9.755567446,1,11,6,6,8,77.01180057,1,6.96
9.446699168,5,8,16,8,15,95.3905089,1,11.26
7.897886465,5,3,3,9,9,72.70168776,1,8.55
9.543854687,3,4,7,9,8,79.25090451,1,7.93
9.063928175,3,5,11,11,11,82.13335783,1,8.09
9.311640658,4,10,6,12,7,89.02731841,1,10.06
8.787716699,5,4,8,10,14,85.7458105,1,10.09
8.841619746,1,14,6,5,7,71.04228416,1,6.28
8.620601465,0,6,6,15,8,68.98004373,1,5.53
9.62737306,0,5,13,9,11,73.06198647,1,5.92
9.155175009,5,12,8,13,15,96.77151095,1,10.99
9.62200921,2,5,10,9,9,79.33034752,1,7.73
9.578585426,3,7,11,12,10,89.12707686,1,8.7
8.288085807,4,3,4,9,7,70.14419132,1,8.41
9.682656736,3,9,3,13,12,85.37845961,1,8.67
9.838186482,2,5,4,12,8,76.88344488,1,7.73
8.183607903,3,3,5,7,6,65.77637027,1,6.81
8.168174717,3,4,3,5,1,60.31991661,1,7.02
7.784914344,4,5,4,8,10,73.62427012,1,9.07
8.883044267,2,16,5,9,5,75.73714584,1,7.32
9.313637278,0,6,2,8,7,62.60884478,1,5.72
9.381252228,5,5,5,7,11,85.07253708,1,10.97
9.422498787,5,10,7,12,10,96.88996595,1,11.14
9.49241697,3,11,8,8,6,84.95017678,1,8.51
8.48288452,2,6,7,6,7,72.27289958,1,6.99
9.475185659,5,6,8,9,15,92.29522022,1,11.2
8.578112213,5,5,7,9,8,83.20929188,1,10.41
9.033279614,3,5,8,10,10,82.12222747,1,8.26
9.345905598,5,3,6,7,13,82.23798277,1,9.97
8.294185867,5,7,6,4,8,81.85507144,1,10.24
9.474313314,3,4,9,8,5,76.91034803,1,8.12
9.887478814,4,5,8,9,10,88.75198175,1,10.55
9.499895988,4,15,6,5,9,86.18253751,1,10.06
8.99704873,4,6,7,8,13,84.4494797,1,9.79
8.764240377,3,10,6,8,10,81.95086036,1,8.21
8.566581389,4,8,6,11,11,87.60431886,1,9.57
8.376746299,3,4,9,5,9,73.54503719,1,7.34
9.222981054,2,3,4,6,2,62.01994577,1,6.61
9.73936295,5,19,5,6,10,91.66247759,1,11.52
8.581450357,5,2,13,6,8,77.3819321,1,8.77
9.704839005,3,6,8,7,8,82.48868713,1,8.42
8.145904142,5,10,11,6,8,87.24673053,1,9.99
8.85769191,5,6,3,5,9,80.00667915,1,10.58
9.363445767,5,14,12,9,8,93.684384,1,10.92
9.023204824,5,12,5,6,8,87.04349043,1,10.65
9.377334011,0,9,7,14,8,76.93284114,1,5.82
9.637025887,4,18,5,10,13,89.39021198,1,10.52
6.749105638,2,4,7,8,3,58.73895662,1,5.59
9.047165397,5,13,11,14,9,95.053597,1,11.13
9.85135128,2,5,3,11,11,75.75341681,1,7.64
9.381996136,3,3,8,12,6,78.21847277,1,7.64
8.260837753,4,7,9,6,11,82.83674228,1,9.38
8.956924554,5,8,7,9,10,92.33773261,1,10.99
9.641669799,0,4,7,4,7,64.21748857,1,5.56
9.224237415,2,3,6,6,2,64.82970372,1,6.64
8.44974954,5,5,8,2,11,80.83345729,1,10.17
9.248897642,2,3,10,7,4,69.45877091,1,6.6
9.287805326,3,10,15,9,5,84.80625858,1,8.46
9.371318855,3,2,10,9,12,77.33731668,1,7.3
9.42342516,4,12,9,5,7,87.48999212,1,10.25
9.142850122,4,11,8,8,8,88.42769444,1,10.01
9.287010862,2,7,7,6,4,74.39575459,1,7.42
9.337030101,2,4,8,15,9,78.44809874,1,7.2
9.312922951,5,2,11,7,4,78.58326093,1,9.41
9.599096784,3,6,7,8,8,81.70204411,1,8.44
9.887417286,4,3,8,10,12,85.66634773,1,9.5
9.259341766,4,7,10,13,6,88.65726856,1,10.04
9.153349955,5,8,10,7,4,88.54939438,1,10.83
9.072540012,0,3,5,6,7,59.05535065,1,5.05
8.519831493,3,2,8,7,9,71.37180343,1,6.65
9.426633508,1,9,11,7,7,77.97536004,1,6.66
8.736508969,3,10,10,9,10,85.27675576,1,7.94
8.895873003,5,7,9,6,6,86.60967268,1,10.47
8.545473399,5,11,6,7,9,87.9423458,1,10.6
8.861527456,3,4,12,6,7,73.93672988,1,7.68
9.001032586,5,9,7,14,9,93.26226345,1,10.97
9.188275197,5,9,13,6,12,92.50919783,1,11.01
8.768684254,0,3,7,12,5,62.83749819,1,5
7.646797497,5,4,7,10,3,75.70801942,1,9.09
8.460883933,3,5,7,11,9,78.51218867,1,7.72
8.866519752,4,8,10,8,8,87.61974378,1,9.89
8.994717082,2,6,12,7,9,77.36494621,1,7.4
9.199075577,5,11,15,9,8,92.76564905,1,10.99
8.589237449,5,12,4,9,7,85.31277259,1,10.52
8.021855619,4,18,4,4,14,78.12602665,1,8.95
8.490009266,4,7,4,7,14,80.02807618,1,9.43
9.240716988,1,4,4,5,9,64.70892772,1,6.28
9.179296078,4,9,8,9,5,86.89238003,1,10
8.989715935,5,19,5,9,6,86.9732717,1,10.91
